3.942476676500724e-8,4.79
0.09022040655881607,4.79
0.17903877968604423,4.79
0.26518083951365384,4.79
0.34760004279094864,4.79
0.4255326545622561,4.8
0.49850591713069964,4.8
0.5663095514762402,4.8
0.6289461586479388,4.8
0.6865750817253361,4.81
0.7394599095467839,4.81
0.7879249287707665,4.81
0.8323220659915123,4.82
0.8730076046174253,4.82
0.9103269487541213,4.82
0.944605489426082,4.83
0.9761438193806089,4.83
1.005215885278594,4.84
1.0320690207478997,4.84
1.056925109256576,4.84
1.0799823647084634,4.84
1.1014173935960838,4.85
1.121387326688366,4.85
1.1400318929839823,4.86
1.1574753648946419,4.86
1.1738283399060188,4.87
1.1891893466530663,4.88
1.2036462769740703,4.88
1.2172776532177783,4.89
1.230153744006302,4.9
1.2423375432293724,4.9
1.253885627200739,4.91
1.2648489042521198,4.91
1.2752732699601448,4.91
1.2852001799374826,4.92
1.2946671508157674,4.92
1.3037081987887709,4.93
1.3123542239142227,4.93
1.3206333473122476,4.94
1.3285712074533755,4.94
1.3361912208967475,4.94
1.3435148121120601,4.95
1.350561616387403,4.96
1.3573496592790764,4.96
1.3638955155885437,4.97
1.3702144504462936,4.98
1.3763205447338138,4.98
1.3822268067753027,4.99
1.3879452719733365,5.0
1.3934870918414037,5.0
1.3988626136959306,5.01
1.4040814521065896,5.01
1.4091525530625688,5.02
1.4140842516907441,5.03
1.418884324256581,5.03
1.4235600350877078,5.04
1.428118178981397,5.05
1.4325651195889637,5.06
1.4369068242108347,5.06
1.4411488953845213,5.07
1.4452965996028566,5.08
1.4493548934607194,5.09
1.453328447494284,5.09
1.4572216679469252,5.1
1.461038716669707,5.12
1.4647835293413978,5.13
1.4684598321727493,5.13
1.4720711572420029,5.14
1.4756208565929294,5.14
1.479112115212876,5.16
1.482547962996093,5.17
1.4859312857867977,5.18
1.4892648355868692,5.19
1.492551240004565,5.2
1.4957930110131237,5.2
1.4989925530813957,5.21
1.5021521707326966,5.22
1.5052740755827358,5.23
1.508360392902756,5.24
1.51141316774976,5.25
1.514434370701942,5.26
1.5174259032340387,5.26
1.5203896027643053,5.28
1.5233272474021056,5.29
1.5262405604226834,5.3
1.529131214493515,5.31
1.5320008356746964,5.32
1.5348510072140829,5.34
1.5376832731563441,5.35
1.540499141783708,5.36
1.5433000889049302,5.38
1.546087561007925,5.38
1.5488629782905146,5.39
1.551627737582891,5.4
1.5543832151746282,5.41
1.5571307695584167,5.43
1.5598717441021224,5.44
1.5626074696602827,5.46
1.5653392671357407,5.48
1.5680684500017852,5.49
1.5707963267948966,5.5
1.5735242035880082,5.51
1.5762533864540524,5.53
1.5789851839295106,5.54
1.5817209094876707,5.57
1.5844618840313767,5.58
1.587209438415165,5.6
1.5899649160069023,5.61
1.5927296752992786,5.62
1.5955050925818683,5.64
1.5982925646848631,5.65
1.6010935118060854,5.67
1.6039093804334492,5.71
1.6067416463757105,5.73
1.609591817915097,5.74
1.6124614390962781,5.76
1.6153520931671097,5.77
1.6182654061876878,5.78
1.621203050825488,5.8
1.6241667503557546,5.82
1.6271582828878512,5.85
1.6301794858400331,5.87
1.6332322606870373,5.89
1.6363185780070573,5.91
1.6394404828570968,5.94
1.6426001005083974,5.96
1.6457996425766697,5.98
1.649041413585228,6.01
1.6523278180029242,6.01
1.6556613678029954,6.04
1.6590446905937002,6.07
1.6624805383769172,6.11
1.6659717969968637,6.13
1.6695214963477902,6.15
1.673132821417044,6.17
1.6768091242483953,6.19
1.6805539369200864,6.22
1.6843709856428681,6.25
1.6882642060955093,6.28
1.692237760129074,6.31
1.6962960539869367,6.35
1.7004437582052718,6.39
1.7046858293789586,6.42
1.7090275340008296,6.43
1.7134744746083963,6.47
1.7180326185020856,6.5
1.7227083293332124,6.55
1.7275084018990492,6.58
1.7324401005272243,6.65
1.7375112014832037,6.66
1.7427300398938625,6.68
1.7481055617483896,6.69
1.7536473816164568,6.74
1.7593658468144904,6.79
1.7652721088559795,6.82
1.7713782031434995,6.86
1.7776971380012496,6.95
1.784242994310717,6.97
1.79103103720239,6.99
1.798077841477733,7.06
1.8054014326930456,7.08
1.8130214461364178,7.14
1.8209593062775458,7.21
1.8292384296755704,7.26
1.8378844548010225,7.3
1.8469255027740261,7.35
1.8563924736523107,7.4
1.8663193836296488,7.44
1.8767437493376735,7.51
1.887707026389054,7.57
1.8992551103604212,7.61
1.9114389095834916,7.67
1.924315000372015,7.72
1.9379463766157228,7.8
1.952403306936727,7.84
1.967764313683775,7.91
1.9841172886951515,7.97
2.001560760605811,8.04
2.0202053269014275,8.1
2.0401752599937097,8.14
2.0616102888813304,8.24
2.0846675443332177,8.26
2.109523632841894,8.35
2.136376768311199,8.41
2.1654488342091844,8.47
2.196987164163712,8.6
2.2312657048356725,8.62
2.268585048972369,8.66
2.3092705875982817,8.75
2.3536677248190268,8.82
2.4021327440430094,8.89
2.455017571864459,8.93
2.5126464949418548,9.01
2.575283102113553,9.02
2.643086736459092,9.07
2.7160599990275363,9.11
2.7939926107988473,9.17
2.8764118140761363,9.2
2.962553873903746,9.21
3.0513722470309848,9.25
